file,airplane,bells,birds,cats,chicken coop,cicadas and crickets,clacson,crows and seagulls,dogs,garbage,helicopter,lawn mower and bush cutter,music,sirens and alarms,thunder fireworks and gunshot,train,vacuum cleaner,fan and hairdryer,vehicle idling,vehicle pass-by,voices,workshop
aur611y n.wav,0.29277849197387695,0.10351242125034332,0.16461282968521118,0.17419801652431488,0.11642888188362122,0.10701064020395279,0.1132403016090393,0.14821624755859375,0.15725767612457275,0.18220463395118713,0.2310934066772461,0.13091108202934265,0.017525222152471542,0.062139127403497696,0.16787263751029968,0.20247063040733337,0.20683932304382324,0.18437997996807098,0.09574978798627853,0.2108244001865387,0.13810548186302185,0.030162855982780457
aur9lg n.wav,0.19348008930683136,0.04178456962108612,0.2814040184020996,0.16458925604820251,0.11700411140918732,0.2256571650505066,0.10814286768436432,0.20266398787498474,0.15609586238861084,0.023494888097047806,0.18108800053596497,0.15228091180324554,0.046359091997146606,-0.005548032931983471,0.17811019718647003,0.15991294384002686,0.06925100833177567,0.05161654204130173,-0.011636994779109955,0.0762965977191925,0.05830669775605202,0.007962608709931374
bti6bm e.wav,0.36851027607917786,0.08888626098632812,0.30309051275253296,0.13929730653762817,0.19024398922920227,0.2613004148006439,0.10819055885076523,0.2222534716129303,0.1094432920217514,0.05233202874660492,0.29296445846557617,0.22394128143787384,0.06559772044420242,0.11562608927488327,0.16914454102516174,0.20844396948814392,0.12859198451042175,0.12382162362337112,0.03416825085878372,0.14880001544952393,0.12114646285772324,0.010860331356525421
cca632 e.wav,0.42647841572761536,0.06780644506216049,0.11945082247257233,0.09643624722957611,0.0760667696595192,0.07507477700710297,0.0803450345993042,0.09808064252138138,0.09474757313728333,0.08710125088691711,0.2654603123664856,0.09767638146877289,0.03882099315524101,0.09001941978931427,0.12343078851699829,0.20646719634532928,0.17924344539642334,0.13735654950141907,0.08822164684534073,0.25206977128982544,0.14753390848636627,0.009364370256662369
ces214 e +train horn.wav,0.43183791637420654,0.035496294498443604,0.19909854233264923,0.15230683982372284,0.16398704051971436,0.1717192679643631,0.08510183542966843,0.1607595980167389,0.13184651732444763,0.08751296997070312,0.3319740295410156,0.17082971334457397,0.06141173094511032,0.07935652881860733,0.17894302308559418,0.24403052031993866,0.1896897256374359,0.17799249291419983,0.10698150098323822,0.23832720518112183,0.17947615683078766,0.04136737436056137
efw2646 n.wav,0.33871138095855713,0.05321488901972771,0.14090928435325623,0.13919174671173096,0.09082263708114624,0.07638610154390335,0.09798580408096313,0.12476172298192978,0.12268626689910889,0.10596184432506561,0.22400285303592682,0.09266950190067291,-0.019019946455955505,0.047510094940662384,0.1479611098766327,0.17124547064304352,0.17431192100048065,0.11006712168455124,0.06525448709726334,0.24890467524528503,0.14039628207683563,-0.03309101238846779
efw2cl s.wav,0.21286624670028687,0.11514054238796234,0.29121437668800354,0.1851617395877838,0.12749385833740234,0.35600364208221436,0.1270926594734192,0.1902656853199005,0.139543354511261,0.07282676547765732,0.19431205093860626,0.16662143170833588,0.05983640253543854,0.07333317399024963,0.23404930531978607,0.17477896809577942,0.08863574266433716,0.08720910549163818,0.03370823711156845,0.16092385351657867,0.08460262417793274,0.017391618341207504
efw4ss.wav,0.1023804321885109,0.09317646920681,0.2019725888967514,0.16770759224891663,0.0816870778799057,0.2601398825645447,0.10488584637641907,0.13196605443954468,0.13425184786319733,0.09765906631946564,0.10068388283252716,0.1257379800081253,0.027957875281572342,0.015004118904471397,0.16987010836601257,0.1470409631729126,0.10954781621694565,0.10178140550851822,-0.0017964644357562065,0.10161029547452927,0.08434605598449707,0.029021600261330605
efw56r n.wav,0.2587137818336487,0.08799891173839569,0.29216235876083374,0.15218448638916016,0.15437832474708557,0.2636299133300781,0.11713066697120667,0.21807512640953064,0.14574040472507477,0.01615280658006668,0.23843231797218323,0.1707722246646881,0.053494490683078766,0.04727509617805481,0.2321554720401764,0.17601069808006287,0.06977687776088715,0.0676780715584755,-0.006245992612093687,0.13338296115398407,0.07419794052839279,0.01192394271492958
efw7gf s.wav,0.21830150485038757,0.12616106867790222,0.1966053545475006,0.13396573066711426,0.09525331854820251,0.3128594160079956,0.08279381692409515,0.1301126331090927,0.09055496007204056,0.04943948984146118,0.1665177047252655,0.15018558502197266,0.03708095848560333,0.06886089593172073,0.23644886910915375,0.15957601368427277,0.09709927439689636,0.10427351295948029,-0.0015866681933403015,0.197257399559021,0.06369464099407196,-0.0027948978822678328
